info,num_bathroom,title,url,price,pid,num_bedroom,pid1,latitude,longitude,date,pid2
"
                    6br -
                    1838ft, -
                ",,NEWER LARGER HOUSE FOR RENT IN CORVALLIS,https://corvallis.craigslist.org/apa/6045228609.html,$2850,6045228609,,,,,Mar 15,
"
                    2br -
                    1384ft, -
                ",,Lebanon Apartments!!!,https://corvallis.craigslist.org/apa/6045209976.html,$895,6045209976,,,,,Mar 15,
"
                    1br -
                    700ft, -
                ",,1 bedroom apartment @Mountain View Apts,https://corvallis.craigslist.org/apa/6045174522.html,$850,6045174522,,,,,Mar 15,
"
                    3br -
                    1700ft, -
                ",,3 Bedroom Home! Minutes from OSU Campus ~ 3073 SE Sternwheeler Ave,https://corvallis.craigslist.org/apa/6045162062.html,$1395,6045162062,,,,,Mar 15,
"
                    2br -
                ",,Taryn Commons - Close to OSU & Buslines,https://corvallis.craigslist.org/apa/6006107611.html,$950,6006107611,,,,,Mar 15,
"
                    6br -
                    2195ft, -
                ",,6 Bdrm VERY close to campus RESERVE NOW FOR SUMMER/FALL TERM,https://corvallis.craigslist.org/apa/6031173942.html,$3000,6031173942,,,,,Mar 15,
"
                    1br -
                    728ft, -
                ",,1 bedroom available for IMMEDIATE move-in! Come see your new home!,https://corvallis.craigslist.org/apa/6004791636.html,$1000,6004791636,,,,,Mar 15,
"
                    4br -
                    1430ft, -
                ",,4bed 4bath LUXURY SUITES AVAILABLE for September pre-lease,https://corvallis.craigslist.org/apa/6002586845.html,$3250,6002586845,,,,,Mar 15,
"
                    4br -
                    1430ft, -
                ",,4bed 4bath BRAND NEW LUXURY SUITES!!!,https://corvallis.craigslist.org/apa/6002593381.html,$3250,6002593381,,,,,Mar 15,
"
                    4br -
                    1430ft, -
                ",,4bed 4bath LUXURY SUITES!!! AVAILABLE for June pre-lease,https://corvallis.craigslist.org/apa/6002590267.html,$3250,6002590267,,,,,Mar 15,
"
                    1br -
                    584ft, -
                ",,Secure your space 1 bed 1 bath AVAILABLE for July pre-lease!,https://corvallis.craigslist.org/apa/6002193776.html,$1100,6002193776,,,,,Mar 15,
"
                    475ft, -
                ",,LARGE Studio apartment available for fall pre-lease,https://corvallis.craigslist.org/apa/6002643670.html,$950,6002643670,,,,,Mar 15,
"
                    2br -
                    572ft, -
                ",,W/D HOOK-UPS CAT FRIENDLY CLOSE TO OSU ~ 1061 SW Western,https://corvallis.craigslist.org/apa/6018195645.html,$1195,6018195645,,,,,Mar 15,
"
                    2br -
                    826ft, -
                ",,Savvy 2 Bedroom Near Downtown W/S/G Paid! 2521 SW Pickford #A,https://corvallis.craigslist.org/apa/6032135366.html,$825,6032135366,,,,,Mar 15,
"
                    2br -
                ",,Two Bedroom Duplex w/ Fenced Yard near OSU - perfect for pets!,https://corvallis.craigslist.org/apa/6045058172.html,$945,6045058172,,,,,Mar 15,
"
                    1br -
                    560ft, -
                ",,Spring break means time to pack for your new 1 bdrm apartment!,https://corvallis.craigslist.org/apa/6045047869.html,$800,6045047869,,,,,Mar 15,
"
                    2br -
                    800ft, -
                ",,"2 bd, 1 ba - Blocks from OSU and downtown! Utilities included!",https://corvallis.craigslist.org/apa/6035729455.html,$895,6035729455,,,,,Mar 15,
"
                    1br -
                    350ft, -
                ",,"1 bd, 1 ba - Close to downtown Corvallis and OSU! One pet considered!",https://corvallis.craigslist.org/apa/6035308857.html,$750,6035308857,,,,,Mar 15,
"
                    3br -
                    1128ft, -
                ",,"3 BEDROOM HOME, NEWER PAINT, TILE, WALK TO CAMPUS, RESERVE NOW!",https://corvallis.craigslist.org/apa/6028206163.html,$1785,6028206163,,,,,Mar 14,
"
                    4br -
                    1928ft, -
                ",,"RESERVE NOW , QUIET STREET, WOOD FLOORS, CHARM, HUGE BEDROOMS!",https://corvallis.craigslist.org/apa/6034231571.html,$2295,6034231571,,,,,Mar 14,
"
                    2br -
                    763ft, -
                ",,WHAT ARE YOU WAITING FOR?!??,https://corvallis.craigslist.org/apa/6044379852.html,$1100,6044379852,,,,,Mar 14,
"
                    3br -
                    1385ft, -
                ",,beautiful like new home for lease,https://corvallis.craigslist.org/apa/6040655632.html,$1295,6040655632,,,,,Mar 14,
"
                    2br -
                    989ft, -
                ",,Cambridge court apts,https://corvallis.craigslist.org/apa/6044294182.html,$1200,6044294182,,,,,Mar 14,
"
                    2br -
                    700ft, -
                ",,NORSEMAN APTS. Close to everything! #317,https://corvallis.craigslist.org/apa/6002611642.html,$950,6002611642,,,,,Mar 14,
"
                    4br -
                    1800ft, -
                ",,"Affordable NW Corvallis Living! 5 Minutes to HP and Hospital, 12 minut",https://corvallis.craigslist.org/apa/6003849062.html,$2100,6003849062,,,,,Mar 14,
"
                    4br -
                    2000ft, -
                ",,"All Inclusive Fully Furnished Home, Quiet & Safe Neighborhood",https://corvallis.craigslist.org/apa/6003720208.html,$3250,6003720208,,,,,Mar 14,
"
                    1br -
                    728ft, -
                ",,HOP OVER TO YOUR NEW PAD!,https://corvallis.craigslist.org/apa/6029945499.html,$1020,6029945499,,,,,Mar 14,
"
                    360ft, -
                ",,GET ON THE WAITLIST!!,https://corvallis.craigslist.org/apa/6032856267.html,$560,6032856267,,,,,Mar 14,
"
                    1br -
                    728ft, -
                ",,THE LODGES HAS EVERYTHING YOU NEED AND MORE! CALL TODAY!,https://corvallis.craigslist.org/apa/6044170617.html,$1000,6044170617,,,,,Mar 14,
"
                    670ft, -
                ",,Studio Apartments! @ Rolling Green Apartments,https://corvallis.craigslist.org/apa/6044184680.html,$750,6044184680,,,,,Mar 14,
"
                    3br -
                ",,3 bedroom 1 bath available now in Albany,https://corvallis.craigslist.org/apa/6044164003.html,$1100,6044164003,,,,,Mar 14,
"
                    2br -
                    860ft, -
                ",,For rent unfurnished home,https://corvallis.craigslist.org/apa/6044145599.html,$945,6044145599,,,,,Mar 14,
"
                    2br -
                    950ft, -
                ",,"Professionally Managed, The Prettiest Place in Albany!!!!!!",https://corvallis.craigslist.org/apa/6044125228.html,$999,6044125228,,,,,Mar 14,
"
                    1br -
                    763ft, -
                ",,Make The Best Choice of Your Life (so far) Move to the Park at Fifth!!,https://corvallis.craigslist.org/apa/6044097080.html,$1100,6044097080,,,,,Mar 14,
"
                    2br -
                    1050ft, -
                ",,HERE IS A PLACE FOR YOU!!!!!!!,https://corvallis.craigslist.org/apa/6044072482.html,$999,6044072482,,,,,Mar 14,
"
                    2br -
                    850ft, -
                ",,2 Bedroom Townhouse,https://corvallis.craigslist.org/apa/6027162750.html,$850,6027162750,,,,,Mar 14,
"
                    6br -
                    1740ft, -
                ",,LARGE HOUSE FOR RENT IN CORVALLIS,https://corvallis.craigslist.org/apa/6038657645.html,$2600,6038657645,,,,,Mar 14,
"
                    2br -
                ",,NICE 2 Br/2 Bath in very short distance to OSU #101,https://corvallis.craigslist.org/apa/6003667208.html,$1210,6003667208,,,,,Mar 14,
"
                    2br -
                    1029ft, -
                ",,"DON'T MISS OUT ON THIS LUXURY APT! POOL, DOG PARK, & ALL APPLIANCES!",https://corvallis.craigslist.org/apa/6043883322.html,$1195,6043883322,,,,,Mar 14,
"
                    2br -
                    960ft, -
                ",,"LOCATION, LOCATION, LOCATION!",https://corvallis.craigslist.org/apa/6043780459.html,$1220,6043780459,,,,,Mar 14,
"
                    1br -
                    480ft, -
                ",,BEAUTIFULLY REMODELED ONE BEDROOMS AVAILABLE!,https://corvallis.craigslist.org/apa/6043767421.html,$825,6043767421,,,,,Mar 14,
"
                    1br -
                    634ft, -
                ",,"Soaking tubs, On-site parking, & New Covered Bike Rack Stations!!!",https://corvallis.craigslist.org/apa/6043599266.html,$900,6043599266,,,,,Mar 14,
"
                    2br -
                    1500ft, -
                ",,COUNTRY SETTING DAYLIGHT BASEMENT APARTMENT,https://corvallis.craigslist.org/apa/6033586865.html,$950,6033586865,,,,,Mar 14,
"
                    1br -
                ",,$950 / Studio Newly Remodeled Apartment for Rent,https://corvallis.craigslist.org/apa/6043456973.html,$950,6043456973,,,,,Mar 14,
"
                    3br -
                ",,===== 3 bedroom apartment for summer/fall  ~ next to OSU ==========,https://corvallis.craigslist.org/apa/6029931281.html,,6029931281,,,,,Mar 14,
"
                    1br -
                ",,"1 bedroom - The Retreat Corvallis (June 1st, 2017)",https://corvallis.craigslist.org/apa/6043238599.html,$725,6043238599,,,,,Mar 14,
"
                    1br -
                    2700ft, -
                ",,Room for Rent,https://corvallis.craigslist.org/apa/6043147407.html,$550,6043147407,,,,,Mar 13,
"
                    360ft, -
                ",,GET ON THE WAITLIST!!,https://corvallis.craigslist.org/apa/6043086419.html,$560,6043086419,,,,,Mar 13,
"
                    5br -
                ",,Room For Rent,https://corvallis.craigslist.org/apa/6043064360.html,$550,6043064360,,,,,Mar 13,
"
                    3br -
                    1350ft, -
                ",,3 bedroom 1.5 bath duplex NW Corvallis,https://corvallis.craigslist.org/apa/6043031348.html,$1400,6043031348,,,,,Mar 13,
"
                    3br -
                    1320ft, -
                ",,Almost 4 Acres of amazing land Lease Purchase,https://corvallis.craigslist.org/apa/6032985625.html,$2500,6032985625,,,,,Mar 13,
"
                    1br -
                    634ft, -
                ",,"HUUUGE 1 Bedroom w/ a View, Pool, 1.8 Miles to OSU, 24hr Maintenance!",https://corvallis.craigslist.org/apa/6042924173.html,$900,6042924173,,,,,Mar 13,
"
                    1br -
                    550ft, -
                ",,Beautiful 1 Bedroom - available May,https://corvallis.craigslist.org/apa/6042800628.html,$635,6042800628,,,,,Mar 13,
"
                    2br -
                    960ft, -
                ",,2707 Monterey - 2 bedroom~ 1 bath house A/C,https://corvallis.craigslist.org/apa/6042775620.html,$1375,6042775620,,,,,Mar 13,
"
                    300ft, -
                ",,Studio~ Shared bathroom~ avail. Now!,https://corvallis.craigslist.org/apa/6033709821.html,$500,6033709821,,,,,Mar 13,
"
                    1br -
                    1500ft, -
                ",,"Like living in a Vintage Hotel. S Main Street, 10 foot ceilings. Nice",https://corvallis.craigslist.org/apa/6042599854.html,$495,6042599854,,,,,Mar 13,
"
                    2br -
                    900ft, -
                ",,"Fresh, homey apartment near campus",https://corvallis.craigslist.org/apa/6042554820.html,$1150,6042554820,,,,,Mar 13,
"
                    5br -
                ",,Seeking Lease Takeover for Spring Term in Incredible Location,https://corvallis.craigslist.org/apa/6042526067.html,$590,6042526067,,,,,Mar 13,
"
                    2br -
                    960ft, -
                ",,PRE- LEASING FOR APRIL MOVE-IN! APPLY TODAY,https://corvallis.craigslist.org/apa/6034131133.html,$1220,6034131133,,,,,Mar 13,
"
                    2br -
                    860ft, -
                ",,**** Spring Special $925 for 2 Bedroom @ Mountain View Plaza Apts****,https://corvallis.craigslist.org/apa/6026990274.html,$925,6026990274,,,,,Mar 13,
"
                    2br -
                    763ft, -
                ",,Final 2 Bedroom for March -- Bring Your Suitcases & Move Today!!,https://corvallis.craigslist.org/apa/6042315142.html,$1100,6042315142,,,,,Mar 13,
"
                    1br -
                    750ft, -
                ",,!!!Spacious ONE Bedroom,https://corvallis.craigslist.org/apa/6010740474.html,$750,6010740474,,,,,Mar 13,
"
                    2br -
                    950ft, -
                ",,Awesome Townhome for Rent Near Parks and Schools,https://corvallis.craigslist.org/apa/6042203285.html,$999,6042203285,,,,,Mar 13,
"
                    2br -
                ",,Two Bedroom Duplex w/ Fenced Yard near OSU - perfect for pets!,https://corvallis.craigslist.org/apa/6042129160.html,$945,6042129160,,,,,Mar 13,
"
                    2br -
                    752ft, -
                ",,Cat Friendly Duplex Walking Distance to Campus~706 NW 14th,https://corvallis.craigslist.org/apa/6023631714.html,$995,6023631714,,,,,Mar 13,
"
                    2br -
                    788ft, -
                ",,"☞ ♥ 2BR 1.5Bath, Water/Sewer/Garbage are included w/rent",https://corvallis.craigslist.org/apa/6042069639.html,$850,6042069639,,,,,Mar 13,
"
                    2br -
                    1050ft, -
                ",,WELCOME HOME!!! YOU'RE HERE!!!!,https://corvallis.craigslist.org/apa/6042006889.html,$999,6042006889,,,,,Mar 13,
"
                    2br -
                    1050ft, -
                ",,YOUR TOWNHOUSE IS HERE!!!!!,https://corvallis.craigslist.org/apa/6016088787.html,$999,6016088787,,,,,Mar 13,
"
                    2br -
                    1050ft, -
                ",,HERE IS TOWNHOUSE FOR YOU!!!~!,https://corvallis.craigslist.org/apa/6011604548.html,$999,6011604548,,,,,Mar 13,
"
                    2br -
                    1400ft, -
                ",,2 bed larger apt in 4 plex off st parking washer dryer in apt,https://corvallis.craigslist.org/apa/6028806299.html,$1000,6028806299,,,,,Mar 13,
"
                    1150ft, -
                ",,Home for rent in Southtown,https://corvallis.craigslist.org/apa/6031438276.html,$1600,6031438276,,,,,Mar 12,
,,TAKE OVER OUR LEASE,https://corvallis.craigslist.org/apa/6041488236.html,$950,6041488236,,,,,Mar 12,
"
                    1br -
                    728ft, -
                ",,SPRING OVER TO THE LODGES TODAY!,https://corvallis.craigslist.org/apa/6019660150.html,$1000,6019660150,,,,,Mar 12,
"
                    1br -
                    728ft, -
                ",,FIND S'MORE AT PLUMTREE APARTMENTS!!,https://corvallis.craigslist.org/apa/6022901915.html,$1020,6022901915,,,,,Mar 12,
"
                    4br -
                    1625ft, -
                ",,"2007 Beautiful SW Home with 4bd, 2.5bath for rent",https://corvallis.craigslist.org/apa/6037477215.html,$2050,6037477215,,,,,Mar 12,
"
                    5br -
                    2368ft, -
                ",,"33rd and Harrison, 5br+den, 3.5 bath house",https://corvallis.craigslist.org/apa/6041228094.html,$3275,6041228094,,,,,Mar 12,
"
                    3br -
                    1440ft, -
                ",,Newer 3br 2.5bath Timberhill Town House,https://corvallis.craigslist.org/apa/6041224050.html,$1750,6041224050,,,,,Mar 12,
"
                    2br -
                    1050ft, -
                ",,Conifer Place Apartments. Need 1-2 people to move in,https://corvallis.craigslist.org/apa/6041069115.html,$472,6041069115,,,,,Mar 12,
"
                    2br -
                    923ft, -
                ",,"2 bed, 2 bath in a quiet community, on bus route, close to downtown",https://corvallis.craigslist.org/apa/6040868803.html,$999,6040868803,,,,,Mar 12,
"
                    8br -
                    8000ft, -
                ",,"Huge 10 bed house next to OSU campus , park, school and down town",https://corvallis.craigslist.org/apa/6030995267.html,$4500,6030995267,,,,,Mar 12,
"
                    6br -
                    2700ft, -
                ",,Next to OSU campus (Oregon state university),https://corvallis.craigslist.org/apa/6031036432.html,$3590,6031036432,,,,,Mar 12,
"
                    3br -
                    1150ft, -
                ",,Nice House for Rent with landscaped yard for Dogs or horses.,https://corvallis.craigslist.org/apa/6040393758.html,$1395,6040393758,,,,,Mar 12,
"
                    3br -
                    2500ft, -
                ",,"home, large yard, covered patio, add barn and shop?",https://corvallis.craigslist.org/apa/6018664637.html,$1595,6018664637,,,,,Mar 11,
"
                    5br -
                    3347ft, -
                ",,House w/barn on 33 acres close to town,https://corvallis.craigslist.org/apa/6040203874.html,$3000,6040203874,,,,,Mar 11,
"
                    3br -
                    1204ft, -
                ",,3 bedroom coming available in April! Apply now!,https://corvallis.craigslist.org/apa/6040037005.html,$1410,6040037005,,,,,Mar 11,
"
                    3br -
                ",,☻ 2 bdrms for $1600 a mnth! . Available now. ☻,https://corvallis.craigslist.org/apa/6039798966.html,$1600,6039798966,,,,,Mar 11,
"
                    2br -
                    952ft, -
                ",,CALL AND ASK ABOUT OUR SPECIAL!!,https://corvallis.craigslist.org/apa/6039901260.html,$1120,6039901260,,,,,Mar 11,
"
                    3br -
                    1147ft, -
                ",,3 Bedroom Special!! 1 Month FREE RENT!!! ONLY 1 AVAILABLE!,https://corvallis.craigslist.org/apa/6035775528.html,$1599,6035775528,,,,,Mar 11,
"
                    3br -
                ",,3 Bedroom 1.5 Bath Duplex,https://corvallis.craigslist.org/apa/6039459438.html,$1000,6039459438,,,,,Mar 11,
"
                    1br -
                    728ft, -
                ",,PACK YOUR BAGS AND MOVE TO PLUMTREE!,https://corvallis.craigslist.org/apa/6025761906.html,$1020,6025761906,,,,,Mar 18,
"
                    2br -
                    952ft, -
                ",,BEST KEPT SECRET IN ALBANY!!,https://corvallis.craigslist.org/apa/6023902596.html,$1120,6023902596,,,,,Mar 18,
"
                    360ft, -
                ",,WE'RE PET FRIENDLY!,https://corvallis.craigslist.org/apa/6025765990.html,$560,6025765990,,,,,Mar 18,
"
                    3br -
                    1600ft, -
                ",,3 Bedroom / Double Garage,https://corvallis.craigslist.org/apa/6049617254.html,$1295,6049617254,,,,,Mar 18,
"
                    1br -
                    864ft, -
                ",,"Town House Close to Shopping, KQI",https://corvallis.craigslist.org/apa/6049614571.html,$825,6049614571,,,,,Mar 18,
"
                    2br -
                    1032ft, -
                ",,"2 Bedroom, 1 1/2 Bath Townhouse Available Now",https://corvallis.craigslist.org/apa/6043193543.html,$925,6043193543,,,,,Mar 18,
"
                    3br -
                    1300ft, -
                ",,3bd Home plus den in North Corvallis with horse pasture,https://corvallis.craigslist.org/apa/6044581575.html,$1600,6044581575,,,,,Mar 18,
,,The only thing we're missing is YOU!,https://corvallis.craigslist.org/apa/6049470747.html,$1000,6049470747,,,,,Mar 18,
,,Very small 1 bedroom edge of lebanon,https://corvallis.craigslist.org/apa/6049439937.html,$600,6049439937,,,,,Mar 18,
"
                    2br -
                    900ft, -
                ",,Duplex For Rent- Corvallis,https://corvallis.craigslist.org/apa/6049430325.html,$1100,6049430325,,,,,Mar 18,
"
                    2br -
                ",,"QUIET, WOOD FLOORS, FIREPLACE, 2BR CLOSE TO OSU & DOWNTOWN!",https://corvallis.craigslist.org/apa/6025703953.html,$1225,6025703953,,,,,Mar 18,
"
                    1br -
                    509ft, -
                ",,"SPACIOUS, QUIET, WOOD FLOORS, TILE, WITH CHARACTER, one block to OSU!",https://corvallis.craigslist.org/apa/6034301158.html,$895,6034301158,,,,,Mar 18,
"
                    2br -
                    1029ft, -
                ",,YOU'VE STRUCK GOLD WITH THIS ST. PADDY'S DAY SPECIAL! CALL THE LODGES!,https://corvallis.craigslist.org/apa/6049373488.html,$1195,6049373488,,,,,Mar 18,
"
                    1br -
                ",,"Large Private Room, and more  at Glenridge House!",https://corvallis.craigslist.org/apa/6035269887.html,$850,6035269887,,,,,Mar 18,
"
                    1br -
                    728ft, -
                ",,LAST DAY TO GET THIS ST. PADDY'S DAY SPECIAL! CALL THE LODGES TODAY!,https://corvallis.craigslist.org/apa/6049326643.html,$1000,6049326643,,,,,Mar 18,
"
                    2br -
                    1370ft, -
                ",,"NORTH OF COLLEGE HILL: 2 Bed 2 Bath, Family Home",https://corvallis.craigslist.org/apa/6037054672.html,$1400,6037054672,,,,,Mar 18,
"
                    1br -
                    584ft, -
                ",,5 MIN WALK TO OSU ! CHECK OUT THE AMENITIES ! SECURE ACCESS BUILDING!,https://corvallis.craigslist.org/apa/6010863650.html,$1025,6010863650,,,,,Mar 17,
"
                    3br -
                    1000ft, -
                ",,3 bed 1 Bath Unit,https://corvallis.craigslist.org/apa/6045797822.html,$1200,6045797822,,,,,Mar 17,
"
                    3br -
                    1800ft, -
                ",,3 bdr 1.5 bath home on 1 acre,https://corvallis.craigslist.org/apa/6028265937.html,$1750,6028265937,,,,,Mar 17,
"
                    4br -
                    1627ft, -
                ",,3 BLOCKS FROM OSU CAMPUS!,https://corvallis.craigslist.org/apa/6038667728.html,$2400,6038667728,,,,,Mar 17,
"
                    3br -
                    1850ft, -
                ",,Gorgeous house for rent,https://corvallis.craigslist.org/apa/6048524186.html,$1695,6048524186,,,,,Mar 17,
"
                    565ft, -
                ",,Beautiful Studio Apartment,https://corvallis.craigslist.org/apa/6047024060.html,$790,6047024060,,,,,Mar 17,
"
                    2br -
                    1235ft, -
                ",,NOW Available!1st months rent + $400.00 security deposit moves you in!,https://corvallis.craigslist.org/apa/6047026006.html,$1340,6047026006,,,,,Mar 17,
"
                    1br -
                    803ft, -
                ",,Beautiful large 1 bedroom with fire place!,https://corvallis.craigslist.org/apa/6047026873.html,$1060,6047026873,,,,,Mar 17,
"
                    1br -
                    803ft, -
                ",,Beautiful large 1 bedroom with fire place!,https://corvallis.craigslist.org/apa/6047030268.html,$1060,6047030268,,,,,Mar 17,
"
                    1br -
                    741ft, -
                ",,NOW Avalable! 1st months Rent + 400.00 deposit moves you in!,https://corvallis.craigslist.org/apa/6047046544.html,$880,6047046544,,,,,Mar 17,
"
                    1br -
                    679ft, -
                ",,1st months rent + $400.00 security deposit moves you in!,https://corvallis.craigslist.org/apa/6047052573.html,$920,6047052573,,,,,Mar 17,
"
                    2br -
                    1235ft, -
                ",,NOW Available!1st months rent + $400.00 security deposit moves you in!,https://corvallis.craigslist.org/apa/6047114519.html,$1340,6047114519,,,,,Mar 17,
"
                    1br -
                    746ft, -
                ",,Get your name on the waitlist at a BEAUTIFUL community for our 1x1!!,https://corvallis.craigslist.org/apa/6048556422.html,$1240,6048556422,,,,,Mar 17,
"
                    1br -
                    560ft, -
                ",,Prepare to Have Your Mind Blown by This Kitty Friendly 1 Bedroom...,https://corvallis.craigslist.org/apa/6048559217.html,$800,6048559217,,,,,Mar 17,
"
                    2br -
                    1033ft, -
                ",,Luxury Two Bedroom Available July 7th!!!,https://corvallis.craigslist.org/apa/6048549539.html,$1035,6048549539,,,,,Mar 17,
"
                    2br -
                    840ft, -
                ",,Upgraded 2 BD/1 BA w/W/D Hookups *Avail 3/24*,https://corvallis.craigslist.org/apa/6007528704.html,$895,6007528704,,,,,Mar 17,
"
                    2br -
                    764ft, -
                ",,BRING YOUR PET!!! 2 BEDROOMS COMING SOON!!!,https://corvallis.craigslist.org/apa/6048496723.html,$825,6048496723,,,,,Mar 17,
"
                    3br -
                    1279ft, -
                ",,TOP LEVEL 3X2 Ready Now! Beautiful Unit!! Hurry before its gone!!,https://corvallis.craigslist.org/apa/6048486153.html,$1825,6048486153,,,,,Mar 17,
"
                    3br -
                ",,"3+ bed/1 bath home, 4 blocks from OSU, available 4/1 for short term!",https://corvallis.craigslist.org/apa/6048480919.html,$1400,6048480919,,,,,Mar 17,
"
                    3br -
                ",,"3 BDRM, 2 BATH=ROOMS, 2 BALCONIES HOUSE*!! BIG BACKYARD, AWESOME AREA!",https://corvallis.craigslist.org/apa/6048324030.html,$400,6048324030,,,,,Mar 17,
,,"Multiple units available, come and see your new home!",https://corvallis.craigslist.org/apa/6038654156.html,$1000,6038654156,,,,,Mar 17,
"
                    2br -
                    925ft, -
                ",,Large 2 bedroom *Great location,https://corvallis.craigslist.org/apa/6048411600.html,$850,6048411600,,,,,Mar 17,
"
                    1br -
                    525ft, -
                ",,Large 1 bed/ 1 bath * Great Location,https://corvallis.craigslist.org/apa/6048409891.html,$750,6048409891,,,,,Mar 17,
"
                    2br -
                ",,Two bedroom Shadow Hills,https://corvallis.craigslist.org/apa/6022489458.html,$1225,6022489458,,,,,Mar 17,
"
                    2br -
                    839ft, -
                ",,West Oaks Condo--G 202,https://corvallis.craigslist.org/apa/6022499006.html,$1250,6022499006,,,,,Mar 17,
"
                    1br -
                ",,990 NW Spruce #4,https://corvallis.craigslist.org/apa/6042682537.html,$725,6042682537,,,,,Mar 17,
,,205 NW Kings #8,https://corvallis.craigslist.org/apa/6042688006.html,$500,6042688006,,,,,Mar 17,
"
                    1br -
                ",,"Nice apartments close to Campus, month-to-month",https://corvallis.craigslist.org/apa/6048393736.html,$520,6048393736,,,,,Mar 17,
"
                    2br -
                ",,Close to OSU,https://corvallis.craigslist.org/apa/6032571688.html,$1400,6032571688,,,,,Mar 17,
"
                    2br -
                    1029ft, -
                ",,TIME IS RUNNING OUT! CLAIM THIS ST. PADDY'S DAY SPECIAL TODAY!,https://corvallis.craigslist.org/apa/6048313921.html,$1195,6048313921,,,,,Mar 17,
"
                    2br -
                    900ft, -
                ",,"Fresh, homey apartment near campus for April",https://corvallis.craigslist.org/apa/6048297167.html,$1150,6048297167,,,,,Mar 17,
"
                    2br -
                    960ft, -
                ",,TWO BEDROOM TOWNHOME AVAILABLE FOR MOVE-IN SOON!,https://corvallis.craigslist.org/apa/6045376889.html,$1220,6045376889,,,,,Mar 17,
"
                    5br -
                    2316ft, -
                ",,"Awesome House 5 Bedroom, Bonus Room, 4 Bathroom",https://corvallis.craigslist.org/apa/6008067224.html,$3600,6008067224,,,,,Mar 17,
"
                    5br -
                    1825ft, -
                ",,Big Group? Check this house out!,https://corvallis.craigslist.org/apa/6005155093.html,$3450,6005155093,,,,,Mar 17,
"
                    5br -
                    3000ft, -
                ",,Tired of cramped apartments and dorms? Check this out...,https://corvallis.craigslist.org/apa/6035438793.html,$3800,6035438793,,,,,Mar 17,
"
                    5br -
                    2200ft, -
                ",,"Your next home! Minutes from Fred Meyer, OSU, Private Rooms",https://corvallis.craigslist.org/apa/6034059877.html,$3300,6034059877,,,,,Mar 17,
"
                    3br -
                    1620ft, -
                ",,"3 Bed 2.5 Bath, Natural Area, Quiet Neighborhood, Garden",https://corvallis.craigslist.org/apa/6008123815.html,$2100,6008123815,,,,,Mar 17,
"
                    5br -
                    2600ft, -
                ",,Across the street from OSU! Private Bathrooms,https://corvallis.craigslist.org/apa/6005339446.html,$4200,6005339446,,,,,Mar 17,
"
                    3br -
                    1800ft, -
                ",,Just the right size! 3 bedroom 2.5 bath Town Home,https://corvallis.craigslist.org/apa/6008111458.html,$2200,6008111458,,,,,Mar 17,
"
                    3br -
                    1500ft, -
                ",,3 bed 2 bath home just for you!,https://corvallis.craigslist.org/apa/6008103976.html,$2000,6008103976,,,,,Mar 17,
"
                    5br -
                    2600ft, -
                ",,Fully Furnished! 1.2 Miles from OSU,https://corvallis.craigslist.org/apa/6005130670.html,$3300,6005130670,,,,,Mar 17,
"
                    3br -
                    1100ft, -
                ",,3 Bed 2 Bath Home with Huge Fenced Yard/ Air Conditioning/ Solar Power,https://corvallis.craigslist.org/apa/6006092003.html,$1700,6006092003,,,,,Mar 17,
"
                    5br -
                    2271ft, -
                ",,5 minutes from Oregon State!,https://corvallis.craigslist.org/apa/6005432931.html,$3700,6005432931,,,,,Mar 17,
"
                    4br -
                    1400ft, -
                ",,"Quiet Neighborhood, Large fenced yard, Garage",https://corvallis.craigslist.org/apa/6005363454.html,$1850,6005363454,,,,,Mar 17,
"
                    5br -
                    2664ft, -
                ",,"New Home!  5 Bedroom, Bonus Room, 6 Bathroom",https://corvallis.craigslist.org/apa/6005014776.html,$3900,6005014776,,,,,Mar 17,
"
                    1br -
                    528ft, -
                ",,Pet Friendly 1 Bedroom Apartment,https://corvallis.craigslist.org/apa/6048106026.html,$745,6048106026,,,,,Mar 17,
,,Own your own Home for less than $900/month!,https://corvallis.craigslist.org/apa/6048114402.html,$900,6048114402,,,,,Mar 17,
"
                    1br -
                ",,"Large Private Room, and more  at Glenridge House!",https://corvallis.craigslist.org/apa/6033541267.html,$850,6033541267,,,,,Mar 17,
"
                    3br -
                    1200ft, -
                ",,*(/*(*|BRIGHT SPACIOUS House 3 Bed Large Hardwood Floor|*)*/)*,https://corvallis.craigslist.org/apa/6047869989.html,$400,6047869989,,,,,Mar 17,
"
                    3br -
                    1147ft, -
                ",,Limited Time Specials! 1 Month FREE RENT,https://corvallis.craigslist.org/apa/6042612420.html,$1599,6042612420,,,,,Mar 17,
"
                    2br -
                    1018ft, -
                ",,Beautiful Park View 2X2! Coming available!!,https://corvallis.craigslist.org/apa/6048020814.html,$1430,6048020814,,,,,Mar 17,
"
                    2br -
                    763ft, -
                ",,"Apply, Get Approved, & Move in the Same Day?! Why Not!",https://corvallis.craigslist.org/apa/6048018108.html,$1100,6048018108,,,,,Mar 17,
"
                    2br -
                    820ft, -
                ",,2 Bedroom Apartment Close to 9th Street ~ 965 NW Hobart #7,https://corvallis.craigslist.org/apa/6013237932.html,$825,6013237932,,,,,Mar 17,
"
                    4br -
                    1200ft, -
                ",,PRE-LEASE A BEDROOM CLOSE TO CAMPUS FOR FALL 2017!,https://corvallis.craigslist.org/apa/6004770493.html,$680,6004770493,,,,,Mar 17,
